NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,GIR_%,SG_P,SG_TTG,SG_T,POINTS,TOP 10,1ST,Year,MONEY,COUNTRY
Justin Rose,65,70.148,303.9,57.9,67.92,-0.197,1.325,1.128,"1,191",5,,2016,"$2,085,365",ENG
Justin Thomas,99,70.571,301.3,53.94,65.63,-0.185,0.506,0.32,748,7,1,2016,"$4,126,366",USA
K.J. Choi,73,71.093,275.3,66.18,65.37,0.352,-0.174,0.178,705,2,,2016,"$1,328,448",KOR
Keegan Bradley,82,70.741,300,64.57,69.58,-0.631,0.929,0.298,605,2,,2016,"$899,985",USA
Kelly Kraft,63,71.333,289.8,60.36,67.42,0.185,-0.146,0.039,273,1,,2016,"$403,437",USA
Ken Duke,58,71.88,280.2,64.18,59.26,-0.524,-0.21,-0.734,309,2,,2016,"$773,025",USA
Kevin Chappell,93,70.501,296.3,60.68,66.37,-0.31,1.08,0.77,"1,320",8,,2016,"$4,501,050",USA
Kevin Kisner,97,70.489,289,64.92,65.19,0.667,-0.119,0.548,436,6,1,2016,"$3,424,354",USA
Kevin Na,96,70.298,279.6,65.3,66.73,0.074,0.553,0.627,400,8,,2016,"$3,441,291",USA
Kevin Streelman,82,71.054,289.1,64.37,69.17,-0.383,0.447,0.064,"1,042",2,,2016,"$1,601,177",USA
Kyle Reifers,115,70.965,287.3,65.29,67.62,0.102,0.047,0.148,"1,013",5,,2016,"$1,539,578",USA
Kyle Stanley,92,70.986,288.1,64.54,67.17,-0.131,0.272,0.141,501,,,2016,"$580,734",USA
Louis Oosthuizen,63,70.327,294,61.67,68.15,-0.021,0.857,0.836,"1,468",3,,2016,"$2,422,079",RSA
Lucas Glover,75,70.534,298.3,64.37,71.63,-0.192,0.764,0.572,590,2,,2016,"$948,927",USA
Luke Donald,81,70.918,282.9,56.69,64.61,0.148,0.23,0.378,"1,055",2,,2016,"$1,634,515",ENG
Luke Guthrie,57,71.416,289.3,55.53,63.13,0.404,-0.847,-0.444,234,1,,2016,"$427,442",USA
Luke List,79,70.754,306.9,50.98,67.17,-0.273,0.709,0.436,481,2,,2016,"$751,001",USA
Marc Leishman,89,70.554,295,60.55,65.31,0.252,0.258,0.51,923,2,,2016,"$1,566,824",AUS
Mark Hubbard,101,71.362,280.2,64.82,63.52,0.272,-0.487,-0.216,503,,,2016,"$642,942",USA
Mark Wilson,66,71.436,274.7,66.2,64.96,-0.155,-0.399,-0.554,225,,,2016,"$306,866",USA
Martin Laird,82,70.867,298.5,55.14,67.66,0.157,0.14,0.297,811,3,,2016,"$1,224,680",SCO
Martin Piller,59,71.813,286.6,58.97,64.33,0.562,-0.962,-0.4,278,2,,2016,"$570,740",USA
Matt Jones,83,71.223,294.8,57.55,63.96,-0.306,-0.071,-0.376,445,,,2016,"$712,723",AUS
Matt Kuchar,100,69.844,285.8,65.67,67.82,0.381,0.932,1.314,526,10,,2016,"$3,819,678",USA
Michael Kim,100,71.203,284.3,58.64,62.96,0.277,-0.366,-0.089,500,,,2016,"$664,539",USA
Michael Thompson,71,71.204,291.4,60.57,66.18,-0.213,0.141,-0.072,340,1,,2016,"$521,983",USA
Morgan Hoffmann,71,71.372,294.4,57.8,63.27,0.208,-0.324,-0.116,424,1,,2016,"$717,890",USA
Nick Taylor,83,71.281,296.2,57.21,65.82,-0.154,0.086,-0.068,441,1,,2016,"$628,756",CAN
Padraig Harrington,54,71.032,289.6,60.66,62.96,-0.342,0.275,-0.067,393,1,,2016,"$654,929",IRL
Patrick Reed,105,70.17,297.4,55.96,64.65,0.28,0.746,1.026,"1,986",11,1,2016,"$5,679,575",USA
Patrick Rodgers,89,70.833,300.5,57.74,69.22,-0.193,0.504,0.311,827,3,,2016,"$1,290,336",USA
Patton Kizzire,93,70.921,291.3,55.23,64.48,0.46,-0.077,0.382,760,5,,2016,"$1,468,624",USA
Paul Casey,77,69.95,295.2,64.67,70.8,0.112,1.26,1.372,"1,880",7,,2016,"$3,885,560",ENG
Peter Malnati,85,71.686,279.7,60.54,62.09,0.491,-1.143,-0.652,599,3,1,2016,"$1,298,945",USA
Phil Mickelson,75,69.582,294.8,54.82,66.05,0.565,0.799,1.364,548,6,,2016,"$4,022,628",USA
Retief Goosen,55,70.581,288.8,56.4,62.73,0.462,0.151,0.613,380,,,2016,"$745,735",RSA
Rhein Gibson,58,72.086,297.5,52.45,68.11,-0.266,-0.443,-0.708,113,,,2016,"$155,578",AUS
Rickie Fowler,80,70.118,301.6,58.69,69.26,0.153,1.224,1.378,"1,607",8,,2016,"$2,713,563",USA
Ricky Barnes,97,70.784,287.6,54.27,65.77,0.386,-0.091,0.295,844,4,,2016,"$1,158,800",USA
Rob Oppenheim,67,71.435,281.2,55.28,63.58,-0.046,-0.276,-0.322,300,1,,2016,"$462,427",USA
Robert Garrigus,69,70.848,303.3,53.91,69.32,-0.213,0.844,0.632,558,3,,2016,"$1,024,900",USA
Robert Streb,87,71.223,294.7,57.48,66.2,-0.432,0.555,0.122,594,1,,2016,"$1,003,363",USA
Roberto Castro,97,70.588,284.2,69.37,69.13,-0.257,0.844,0.587,448,4,,2016,"$2,520,574",USA
Rod Pampling,54,71.607,287.7,63.95,64,-0.475,0.049,-0.426,122,,,2016,"$142,433",AUS
Rory McIlroy,69,69.646,306.8,61.06,69.62,-0.207,1.888,1.681,"3,120",8,2,2016,"$5,790,585",NIR
Rory Sabbatini,57,72.451,287.6,62.18,64.3,-0.945,-0.459,-1.403,143,,,2016,"$150,236",RSA
Russell Henley,76,70.558,295.6,63.15,68.27,0.193,0.366,0.56,726,4,,2016,"$1,228,347",USA
Russell Knox,92,70.319,285.8,68.51,69.73,-0.054,0.56,0.506,992,4,2,2016,"$4,885,906",SCO
Ryan Moore,86,70.317,283.2,66.52,65.78,0.351,0.544,0.895,"1,336",9,1,2016,"$3,701,034",USA
Ryan Palmer,86,70.229,304.7,57.88,67.83,-0.094,0.868,0.774,"1,545",3,,2016,"$1,794,141",USA
Sam Saunders,69,71.427,291.8,59.78,64.36,0.06,-0.293,-0.232,324,2,,2016,"$510,079",USA
Scott Brown,88,71.098,292.5,63.65,65.03,0.018,0.125,0.143,781,4,,2016,"$1,143,452",USA
Scott Langley,65,71.796,285.7,64.81,63.93,0.045,-0.639,-0.594,266,,,2016,"$380,025",USA
Scott Piercy,87,70.855,297.9,59.41,67.33,-0.286,0.478,0.192,"1,497",3,,2016,"$2,905,349",USA
Scott Pinckney,87,71.524,296.8,63.05,69.02,-0.063,-0.262,-0.325,258,,,2016,"$332,533",USA
Scott Stallings,74,70.966,295.5,56.95,66.11,-0.291,0.449,0.158,443,1,,2016,"$697,434",USA
Sean O'Hair,89,70.677,302.2,58.84,67.17,0.208,0.163,0.371,416,2,,2016,"$1,702,713",USA
Sergio Garcia,54,69.999,299.9,61.76,70.15,-0.388,1.189,0.801,"1,566",4,1,2016,"$3,242,156",ESP
Seung-Yul Noh,85,71.061,295.3,49.12,64.54,0.176,-0.149,0.026,454,1,,2016,"$661,711",KOR
Shane Lowry,57,70.64,298.7,61.85,64.51,0.06,0.491,0.551,615,2,,2016,"$1,585,436",IRL
Shawn Stefani,91,71.287,292.1,58.4,66.48,-0.336,0.191,-0.144,481,1,,2016,"$698,102",USA
Si Woo Kim,113,70.56,293.5,62.84,64.83,-0.109,0.608,0.499,534,5,1,2016,"$3,086,369",KOR
Smylie Kaufman,91,71.015,299,52.91,66.29,0.134,0.188,0.322,"1,409",4,1,2016,"$2,508,174",USA
Spencer Levin,104,70.927,281.3,67.79,66.33,0.008,0.23,0.238,690,2,,2016,"$1,179,882",USA
Steve Marino,72,71.467,292,58.46,66.01,0.045,-0.503,-0.458,429,2,,2016,"$768,200",USA
Steve Stricker,53,69.996,278,63.23,63,0.62,0.101,0.721,815,3,,2016,"$1,418,647",USA
Steve Wheatcroft,85,71.429,286.2,60.32,61.93,0.153,-0.375,-0.221,400,2,,2016,"$601,164",USA
Steven Bowditch,71,74.262,288.9,43.02,54.46,0.131,-3.34,-3.209,192,1,,2016,"$458,891",AUS
Stewart Cink,61,70.846,296.9,58.4,70.4,-0.398,0.459,0.062,331,,,2016,"$437,855",USA
Stuart Appleby,71,70.95,282.7,62.24,61.43,0.202,-0.025,0.176,360,,,2016,"$500,214",AUS
Sung Kang,89,70.856,292.4,59.36,65.26,0.186,-0.182,0.004,679,2,,2016,"$979,576",KOR
Thomas Aiken,70,71.326,290.5,72.36,70.2,0.006,0.149,0.156,268,,,2016,"$347,686",RSA
Tim Wilkinson,72,70.704,279.3,62.36,64.71,0.336,0.225,0.561,426,1,,2016,"$708,623",NZL
Tom Hoge,81,71.444,289.5,55.81,62.48,-0.069,-0.254,-0.323,349,2,,2016,"$561,559",USA
Tony Finau,95,70.797,312.2,52.48,65.09,-0.108,0.226,0.118,"1,314",2,1,2016,"$1,814,790",USA
Troy Merritt,77,71.674,287.2,60.89,63.13,0.244,-0.608,-0.364,482,1,,2016,"$922,707",USA
Tyler Aldridge,83,71.412,285.2,57.95,65.54,-0.129,-0.11,-0.24,384,,,2016,"$517,738",USA
Tyrone Van Aswegen,105,71.189,288,52.91,64.81,-0.078,0.024,-0.054,658,2,,2016,"$1,025,632",RSA
Vaughn Taylor,72,71.028,287,61.59,64.43,-0.424,0.457,0.033,"1,006",1,1,2016,"$1,640,750",USA
Vijay Singh,72,71.057,289.8,56.73,62.73,-0.093,0.222,0.128,646,2,,2016,"$1,210,104",FIJ
Webb Simpson,70,70.359,286.3,62.17,67.14,-0.482,1.149,0.667,750,2,,2016,"$1,450,355",USA
Wes Roach,59,71.7,294.7,60.99,63.23,0.299,-0.615,-0.316,241,,,2016,"$342,098",USA
Whee Kim,82,71.472,287.6,63.48,65.74,-0.219,0.01,-0.209,444,2,,2016,"$682,662",KOR
Will MacKenzie,84,71.402,285.6,60.81,66.39,-0.479,0.176,-0.304,317,1,,2016,"$416,033",USA
William McGirt,98,70.393,287.6,65.28,67.35,0.36,0.598,0.958,432,7,1,2016,"$3,614,972",USA
Willy Wilcox,67,71.055,292.9,59.34,63.42,-0.027,-0.062,-0.089,399,2,,2016,"$676,841",USA
Zac Blair,99,71.49,275.3,69.86,62.34,0.195,-0.565,-0.37,557,2,,2016,"$903,459",USA
Zach Johnson,90,70.364,280.1,65.23,64.53,0.395,0.214,0.609,"1,071",5,,2016,"$1,718,703",USA
�?ngel Cabrera,62,72.175,294.6,58.06,63.08,-0.352,-0.708,-1.061,187,,,2016,"$277,118",ARG
Aaron Baddeley,61,71.483,292.6,52.25,62.57,0.044,-0.216,-0.172,325,2,,2017,"$755,356",AUS
Adam Hadwin,98,70.583,290.7,62.85,64.89,0.47,0.17,0.64,362,5,1,2017,"$3,455,012",CAN
Adam Scott,58,69.996,306.1,55.99,66.87,0.056,1.01,1.066,642,4,,2017,"$1,695,144",AUS
Alex Cejka,85,71.461,282.1,67.19,66.45,-0.359,-0.093,-0.452,276,1,,2017,"$618,171",GER
Andres Gonzales,73,71.112,299.2,55.75,67.71,0.023,-0.003,0.02,226,1,,2017,"$422,078",USA
Andrew Loupe,55,72.803,311.3,45.93,59.83,-0.242,-1.175,-1.416,105,1,,2017,"$273,070",USA
Anirban Lahiri,72,70.799,297,59.82,63.43,-0.336,0.149,-0.186,989,3,,2017,"$1,944,289",IND
Ben Crane,86,71.091,278.5,67.97,65.68,-0.155,-0.068,-0.223,281,1,,2017,"$618,483",USA
Ben Martin,86,70.954,291.7,63.67,66.6,-0.044,0.208,0.163,378,2,,2017,"$850,319",USA
Bill Haas,92,70.011,292.3,58.05,67.28,0.005,0.759,0.763,"1,260",4,,2017,"$2,842,173",USA
Billy Horschel,88,70.832,299.5,59.8,68.19,0.165,-0.028,0.138,"1,086",4,1,2017,"$2,697,960",USA
Billy Hurley III,80,71.176,276.9,60.57,63.61,0.374,-0.263,0.11,333,1,,2017,"$719,579",USA
Blayne Barber,77,71.163,291.2,61.62,67.61,0.402,-0.389,0.013,381,1,,2017,"$823,082",USA
Boo Weekley,75,71.476,289.9,71.67,68.65,-0.954,0.63,-0.323,173,1,,2017,"$416,929",USA
Brad Fritsch,56,71.855,288.3,56.4,64.21,-0.596,-0.122,-0.719,74,,,2017,"$166,440",CAN
Branden Grace,70,70.862,290.6,58.19,66.2,-0.21,0.493,0.283,640,2,,2017,"$1,315,054",RSA
Brandon Hagy,85,70.875,312.7,52.46,64.5,0.109,0.184,0.293,419,1,,2017,"$861,227",USA
Brandt Snedeker,53,70.055,280.8,61.98,66.06,0.399,0.463,0.862,663,4,,2017,"$1,625,806",USA
Brendan Steele,89,70.503,299.9,62.28,67.29,-0.119,0.889,0.77,"1,292",4,1,2017,"$2,907,095",USA
Brett Drewitt,57,72.13,286.4,60.73,64.78,-0.457,-0.578,-1.035,95,,,2017,"$184,388",AUS
Brett Stegmaier,78,72.115,288.7,64.66,66.74,-0.514,-0.751,-1.265,131,,,2017,"$271,031",USA
Brian Campbell,55,71.924,296,58.2,63.29,0.385,-0.812,-0.428,132,,,2017,"$237,537",USA
Brian Gay,82,70.585,278.7,65.47,63.53,0.451,-0.168,0.282,426,3,,2017,"$942,372",USA
Brian Harman,104,70.402,289.6,62.07,63.19,0.568,0.013,0.581,364,7,1,2017,"$4,396,470",USA
Brian Stuard,93,71.72,272.3,71.49,63.59,-0.047,-0.296,-0.343,285,,,2017,"$588,806",USA
Brooks Koepka,88,69.847,310.5,54.14,62.28,0.505,0.45,0.954,"1,040",7,1,2017,"$5,612,397",USA
Bryce Molder,74,71.817,277,57.6,61.79,0.383,-1.229,-0.846,109,,,2017,"$216,892",USA
Bryson DeChambeau,91,70.866,299.1,58.04,65.77,-0.18,0.423,0.243,"1,017",2,1,2017,"$1,817,054",USA
Bubba Watson,71,71.175,305.6,59.58,63.02,-0.171,0.287,0.116,658,4,,2017,"$1,223,129",USA
Bud Cauley,92,70.432,296,59.83,67.38,-0.274,0.835,0.561,816,5,,2017,"$1,553,685",USA
Byeong Hun An,77,70.887,299.9,56.76,64.52,-0.392,1.009,0.617,468,3,,2017,"$1,236,090",KOR
C.T. Pan,88,71.109,287.1,63.68,67.53,-0.023,-0.062,-0.084,594,3,,2017,"$1,267,649",TPE
Cameron Percy,71,71.03,292.5,60.18,69.91,-0.205,0.123,-0.082,291,1,,2017,"$623,694",AUS
Cameron Smith,86,70.909,292.6,56.26,63.14,0.084,0.418,0.502,"1,065",4,1,2017,"$2,123,216",AUS
Cameron Tringale,89,71.343,280.9,58.15,64.39,0.125,-0.265,-0.14,337,3,,2017,"$792,814",USA
Camilo Villegas,76,70.881,288.7,54.37,61.88,0.4,-0.182,0.218,542,2,,2017,"$971,420",COL
Chad Campbell,97,70.509,285.6,67.21,69.07,-0.286,0.691,0.405,630,3,,2017,"$1,329,941",USA
Chad Collins,66,71.77,281.4,59.31,60.93,0.079,-0.533,-0.454,305,2,,2017,"$693,743",USA
Charl Schwartzel,63,70.211,298.4,53.59,61.69,0.22,0.583,0.803,"1,081",3,,2017,"$2,156,036",RSA
Charles Howell III,86,70.371,296.9,54.72,67.01,0.172,0.32,0.492,"1,134",5,,2017,"$2,606,383",USA
Charley Hoffman,112,70.351,298.3,57.72,66.13,-0.059,0.839,0.78,473,7,,2017,"$4,161,008",USA
Chez Reavie,98,70.244,284.8,70.53,66.91,0.391,0.371,0.762,"1,151",4,,2017,"$1,819,207",USA
Chris Kirk,89,71.255,287,63.93,66.73,-0.074,-0.155,-0.228,562,3,,2017,"$1,216,047",USA
Chris Stroud,67,70.815,286.8,65.7,66.2,-0.126,0.139,0.013,627,3,1,2017,"$1,308,445",USA
Cody Gribble,79,71.581,297.2,54.77,62.7,0.461,-0.985,-0.524,614,2,1,2017,"$1,305,554",USA
D.A. Points,68,71.315,278.1,65.83,66.83,-0.478,0.071,-0.406,457,1,1,2017,"$893,700",USA
Daniel Berger,91,70.121,296.5,60.02,66.93,0.202,0.83,1.032,556,6,1,2017,"$4,287,161",USA
Daniel Summerhays,100,71.197,286.9,62.69,63.02,0.195,-0.049,0.146,348,1,,2017,"$826,124",USA
Danny Lee,93,70.86,291.1,62.72,66.1,0.247,0.078,0.325,697,4,,2017,"$1,611,331",NZL
David Hearn,93,71.107,281,66.75,64.71,-0.052,-0.044,-0.096,359,2,,2017,"$800,710",CAN
David Lingmerth,79,70.755,289.8,62.12,62.83,0.468,-0.095,0.373,546,1,,2017,"$1,070,754",SWE
Derek Fathauer,81,71.568,286.5,55.49,62.81,0.094,-0.74,-0.647,408,2,,2017,"$898,491",USA
Dominic Bozzelli,69,71.49,294.4,56.57,61.97,-0.033,-0.417,-0.449,394,3,,2017,"$868,519",USA
Dustin Johnson,77,69.549,314.4,56.44,69.61,0.1,1.872,1.972,"1,720",8,4,2017,"$8,732,193",USA
Emiliano Grillo,90,70.798,293,65.29,67.06,-0.146,0.6,0.455,812,2,,2017,"$1,567,015",ARG
Ernie Els,52,72.179,283.6,54.48,56.6,0.35,-1.036,-0.685,50,,,2017,"$155,926",RSA
Fabián Gómez,61,71.61,285.1,61.81,64.69,-0.006,-0.402,-0.407,168,,,2017,"$332,352",ARG
Francesco Molinari,75,69.802,291.9,69.8,67.22,-0.017,1.436,1.418,"1,247",5,,2017,"$2,875,850",ITA
Gary Woodland,94,70.482,306.9,58.9,69.35,-0.359,1.051,0.692,321,5,,2017,"$2,980,225",USA
Geoff Ogilvy,80,71.056,286.5,62.59,65.51,0.043,-0.195,-0.152,450,1,,2017,"$867,249",AUS
Gonzalo Fernandez-Castaño,63,71.484,292.1,53.26,62.2,0.489,-0.567,-0.078,118,,,2017,"$258,162",ESP
Graeme McDowell,56,70.629,279,69.15,62.55,0.599,-0.027,0.572,331,,,2017,"$639,770",NIR
Graham DeLaet,82,70.376,301.1,63.68,68.57,0.291,0.477,0.768,650,6,,2017,"$1,603,666",CAN
Grayson Murray,94,71.064,308.2,56.01,63.95,-0.082,0.146,0.064,816,2,1,2017,"$1,468,728",USA
Greg Chalmers,75,71.758,278,59.8,59.86,0.316,-0.85,-0.533,156,,,2017,"$344,631",AUS
Harold Varner III,101,70.966,302.4,59.61,67.68,-0.402,0.511,0.109,574,1,,2017,"$918,779",USA
Harris English,84,70.848,301.2,49.8,63.73,0.372,-0.355,0.017,397,2,,2017,"$864,959",USA
Hideki Matsuyama,83,69.624,302.9,57.61,69.14,-0.41,1.469,1.058,"1,093",7,3,2017,"$8,380,570",JPN
Hudson Swafford,94,70.618,305.1,60.27,68.21,-0.005,0.319,0.314,"1,244",4,1,2017,"$2,246,090",USA
Hunter Mahan,73,71.811,294.5,63.4,64.55,0.268,-0.837,-0.568,130,,,2017,"$277,235",USA
Ian Poulter,72,70.045,283.5,62.55,64.46,0.025,0.911,0.936,985,2,,2017,"$2,098,346",ENG
J.B. Holmes,83,70.66,306.4,49.75,62.19,-0.116,0.637,0.521,543,2,,2017,"$1,353,584",USA
J.J. Henry,92,71.164,294.1,62.58,69.44,-0.43,0.258,-0.172,365,2,,2017,"$734,874",USA
J.J. Spaun,92,70.999,291.5,65.11,67.12,-0.027,-0.045,-0.072,541,3,,2017,"$1,122,611",USA
J.T. Poston,95,70.982,294.8,59.24,65.69,-0.099,0.178,0.079,340,1,,2017,"$662,565",USA
James Hahn,96,70.925,293.9,63.14,66.09,0.036,0.223,0.26,801,4,,2017,"$1,841,314",USA
Jamie Lovemark,98,70.391,304.5,56.54,65.94,-0.037,0.746,0.709,919,4,,2017,"$1,886,972",USA
Jason Bohn,75,72.133,275.9,63.67,63.15,-0.133,-1.007,-1.141,73,,,2017,"$165,910",USA
Jason Day,71,70.115,306.3,53.73,63.98,0.345,0.765,1.109,514,5,,2017,"$2,978,181",AUS
Jason Dufner,89,70.259,294.5,63.3,67.15,0.053,0.682,0.734,287,2,1,2017,"$3,310,341",USA
Jason Kokrak,95,70.961,305.7,59.26,66.97,-0.491,0.565,0.073,649,1,,2017,"$1,173,708",USA
Jhonattan Vegas,95,71.054,300.8,57.28,65.91,-0.381,0.555,0.174,384,4,1,2017,"$2,944,738",VEN
Jim Furyk,54,71.071,270.1,70.75,65.72,0.087,-0.11,-0.023,232,1,,2017,"$558,097",USA
Jim Herman,77,70.931,292.5,69.02,68.07,-0.127,0.495,0.368,565,2,,2017,"$1,205,632",USA
Jimmy Walker,68,71.155,295.7,55.97,63.75,0.157,0.197,0.355,439,1,,2017,"$1,101,162",USA
John Huh,92,70.851,287.1,64.09,65.78,0.124,-0.026,0.099,382,2,,2017,"$767,575",USA
Johnson Wagner,71,71.429,288.1,63.18,66.93,0.12,-0.456,-0.336,321,2,,2017,"$685,306",USA
Jon Rahm,90,69.561,305.8,58.61,68.79,0.283,1.588,1.871,"1,620",11,1,2017,"$6,123,248",ESP
Jonas Blixt,74,71.283,288.8,60.1,61.51,0.536,-0.877,-0.341,631,1,1,2017,"$1,408,288",SWE
Jonathan Randolph,68,71.642,287.2,62.67,62.71,-0.12,-0.386,-0.506,221,1,,2017,"$511,032",USA
Jordan Spieth,85,68.846,295,59.48,69.97,0.339,1.649,1.988,"2,340",12,3,2017,"$9,433,033",USA
Julián Etulain,68,71.338,293.5,63.34,66.75,0.078,-0.385,-0.307,220,1,,2017,"$448,214",ARG
Justin Rose,66,69.699,300.4,58.48,68.19,-0.062,1.331,1.268,"1,080",8,,2017,"$4,245,308",ENG
Justin Thomas,86,69.359,309.3,54.09,67.33,0.308,1.417,1.724,"3,000",12,5,2017,"$9,921,560",USA
K.J. Choi,72,71.618,282.2,66.23,63.05,0.176,-0.439,-0.264,143,,,2017,"$292,716",KOR
Keegan Bradley,104,70.437,299.4,66.23,68.93,-0.163,0.792,0.629,"1,029",5,,2017,"$1,940,478",USA
Kelly Kraft,75,71.491,291.9,60.06,63.15,-0.157,-0.524,-0.681,684,3,,2017,"$1,638,045",USA
Ken Duke,77,72.078,274.2,68.62,63.69,-0.452,-0.435,-0.887,98,,,2017,"$225,907",USA
Kevin Chappell,95,70.779,304.7,57.61,65.05,-0.361,0.82,0.459,352,5,1,2017,"$3,149,615",USA
Kevin Kisner,105,70.294,288.7,67,66.43,0.454,0.694,1.148,901,8,1,2017,"$4,766,936",USA
Kevin Na,86,70.399,283.6,60.46,65.46,0.12,0.635,0.755,"1,073",5,,2017,"$1,728,351",USA
Kevin Streelman,90,70.873,294,66.01,66.67,-0.281,0.45,0.169,617,2,,2017,"$1,313,327",USA
Kevin Tway,96,70.868,309.2,52.48,64.71,0.261,0.172,0.433,740,3,,2017,"$1,472,613",USA
Kyle Reifers,96,71.587,286.1,65.15,65.97,-0.276,-0.143,-0.418,241,,,2017,"$454,570",USA
Kyle Stanley,104,69.989,296.5,68.55,70.39,-0.309,1.259,0.951,366,5,1,2017,"$3,402,106",USA
Louis Oosthuizen,69,70.22,295.2,59.98,65.13,0.439,0.74,1.179,"1,321",4,,2017,"$3,105,422",RSA
Lucas Glover,93,70.139,298.1,65.31,70.08,-0.048,0.98,0.933,"1,085",4,,2017,"$1,955,822",USA
Luke Donald,50,70.831,278.5,56.5,61.92,0.704,-0.657,0.047,456,1,,2017,"$958,850",ENG
Luke List,102,70.428,311.5,55.63,69.1,-0.426,1.117,0.691,"1,011",3,,2017,"$1,813,219",USA
Mackenzie Hughes,106,71.044,294.3,59.63,64.74,0.492,-0.32,0.172,"1,257",2,1,2017,"$2,355,553",CAN
Marc Leishman,94,69.468,298.1,57.64,67.38,0.353,1.071,1.424,"1,441",7,2,2017,"$5,866,391",AUS
Mark Anderson,54,71.5,283.8,59.97,65.6,-0.016,-0.309,-0.325,98,1,,2017,"$188,806",USA
Mark Hubbard,81,71.871,282.7,60.41,65.39,-0.2,-0.502,-0.702,124,,,2017,"$267,968",USA
Martin Flores,88,70.885,300.6,52.79,70.64,0.242,-0.257,-0.015,461,2,,2017,"$830,057",USA
Martin Laird,83,70.45,296.1,64.82,65.61,0.221,0.59,0.811,937,5,,2017,"$1,759,706",SCO
Matt Every,76,72.671,297.7,48.41,60.16,-0.272,-1.182,-1.454,175,,,2017,"$351,412",USA
Matt Jones,64,70.719,302.6,57.09,63.1,0.17,0.108,0.278,248,,,2017,"$510,622",AUS
Matt Kuchar,95,69.806,285.1,65.36,66.6,0.264,0.842,1.106,648,9,,2017,"$4,282,489",USA
Michael Kim,94,70.707,289.6,59.71,65.68,0.229,0.017,0.247,483,1,,2017,"$1,018,204",USA
Michael Thompson,60,71.207,284.8,61.72,63.69,0.84,-1.013,-0.173,278,1,,2017,"$568,991",USA
Miguel Angel Carballo,63,72.363,288.1,63.61,64.91,-0.32,-1.038,-1.358,81,,,2017,"$186,623",ARG
Morgan Hoffmann,92,71.107,293.9,60.39,63.57,0.078,-0.138,-0.06,632,1,,2017,"$1,278,568",USA
Nicholas Lindheim,58,72.205,287.1,56.19,65.67,0.336,-1.621,-1.285,93,,,2017,"$175,107",USA
Nick Taylor,97,70.817,291.6,61.66,66.14,-0.191,0.342,0.151,554,4,,2017,"$1,255,259",CAN
Nick Watney,75,70.685,300.9,55.67,66.43,-0.113,0.284,0.171,386,1,,2017,"$824,162",USA
Ollie Schniederjans,92,70.704,300.7,51.89,66.03,-0.019,0.402,0.383,897,5,,2017,"$1,935,669",USA
Pat Perez,93,70.25,290.6,61.46,66.04,0.342,0.535,0.877,596,6,1,2017,"$4,361,400",USA
Patrick Cantlay,52,69.971,298.9,61.47,69.21,0.159,1.111,1.269,296,4,,2017,"$2,049,632",USA
Patrick Reed,107,70.453,295.3,56.52,62.09,0.536,0.356,0.893,416,4,,2017,"$3,055,111",USA
Patrick Rodgers,76,71.432,306.3,52.9,65.84,-0.066,-0.65,-0.716,649,3,,2017,"$1,346,322",USA
Patton Kizzire,84,71.598,293,52.54,63.52,-0.103,-0.475,-0.578,519,3,,2017,"$1,110,395",USA
Paul Casey,94,69.469,297,63.46,69.96,0.138,1.399,1.537,920,9,,2017,"$3,906,974",ENG
Peter Malnati,91,71.399,282.3,63.1,62.48,0.451,-0.635,-0.184,182,,,2017,"$358,541",USA
Phil Mickelson,85,70.168,293.5,55.05,62.85,0.337,0.711,1.048,"1,268",5,,2017,"$2,102,599",USA
Rafa Cabrera Bello,63,70.693,291,60.33,62.6,0.515,-0.414,0.101,880,4,,2017,"$1,934,675",ESP
Retief Goosen,52,71.425,291.8,57.79,63.89,-0.425,0.035,-0.39,205,1,,2017,"$414,363",RSA
Richy Werenski,81,71.171,291.2,65.92,67.42,0,-0.223,-0.223,455,3,,2017,"$890,262",USA
Rick Lamb,54,71.978,298,64.81,66.89,-0.254,-0.57,-0.824,269,1,,2017,"$524,372",USA
Rickie Fowler,78,69.083,300.5,63.29,66.98,0.812,1.062,1.875,"1,253",10,1,2017,"$6,083,197",USA
Ricky Barnes,100,71.221,284.9,54.32,63.53,0.26,-0.286,-0.027,324,,,2017,"$697,624",USA
Robert Garrigus,78,70.712,300.7,59.52,69.52,-0.456,0.709,0.253,448,3,,2017,"$880,905",USA
Robert Streb,98,70.7,294.3,57.58,65.19,0.003,0.075,0.078,861,3,,2017,"$1,588,287",USA
Roberto Castro,70,71.808,280.2,66.2,63.89,-0.441,-0.038,-0.479,164,,,2017,"$367,362",USA
Rod Pampling,71,71.861,287.8,60.83,64.01,-0.518,-0.158,-0.677,660,1,1,2017,"$1,539,422",AUS
Rory McIlroy,51,69.529,316.7,54.97,65.94,-0.151,1.363,1.212,901,6,,2017,"$2,430,182",NIR
Rory Sabbatini,71,70.883,291.6,64.91,67.35,-0.357,0.482,0.125,375,1,,2017,"$741,617",RSA
Russell Henley,99,70.027,297.6,62.79,67.32,0.418,0.499,0.917,792,5,1,2017,"$3,413,876",USA
Russell Knox,75,70.765,288,67.09,66.58,-0.352,0.208,-0.144,687,4,,2017,"$1,643,924",SCO
